# ::id 25755012
# ::tok »Gegen drei Mann ist dies zu viel ! « brummte Conseil .
# ::alignments 0-1.1.1.1.1 1-1.1.1.1.2 2-1.1.1.1.3 4-1.1.1.3 5-1.1.1.4 6-1.1.1.4 9-1.1.2 10-1.1.3
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :A (v6 / label
                         :R (v9 / label~e.0)
                         :E (v10 / label~e.1)
                         :C (v11 / label~e.2))
                  :A (v7 / label~e.4)
                  :S (v8 / label~e.5,6))
           :P (v4 / label~e.9)
           :A (v5 / label~e.10)))
