# ::id 25727000
# ::tok Diese Sendung sollte zu Cadiz landen ; aber da der Admiral hörte , dass in jener Gegend die englische Flotte kreuzte , beschloß er einen französischen Hafen aufzusuchen .
# ::alignments 0-1.1.3.5.1.1 1-1.1.3.5.1.2 2-1.1.3.5.2 3-1.1.3.5.3.1 4-1.1.3.5.3.2 5-1.1.3.5.4 7-1.1.3.6 8-1.1.3.7 9-1.1.3.1.1.1 10-1.1.3.1.1.2 11-1.1.3.1.2 13-1.1.3.1.3.1 14-1.1.3.1.3.2.1 15-1.1.3.1.3.2.2 16-1.1.3.1.3.2.3 17-1.1.3.1.3.3.1 18-1.1.3.1.3.3.2 19-1.1.3.1.3.3.3 20-1.1.3.1.3.4 22-1.1.3.2.1 23-1.1.3.2.2 24-1.1.3.2.3.2.1 25-1.1.3.2.3.2.2 26-1.1.3.2.3.2.3 27-1.1.3.2.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :P (v3 / label)
           :A (v4 / label)
           :A (v5 / label
                  :H (v6 / label
                         :A (v11 / label
                                 :E (v21 / label~e.9)
                                 :C (v22 / label~e.10))
                         :P (v12 / label~e.11)
                         :A (v13 / label
                                 :R (v23 / label~e.13)
                                 :A (v24 / label
                                         :R (v33 / label~e.14)
                                         :E (v34 / label~e.15)
                                         :C (v35 / label~e.16))
                                 :A (v25 / label
                                         :E (v36 / label~e.17)
                                         :C (v37 / label~e.18)
                                         :E (v38 / label~e.19))
                                 :P (v26 / label~e.20)))
                  :H (v7 / label
                         :P (v14 / label~e.22)
                         :A (v15 / label~e.23)
                         :A (v16 / label
                                 :A v15
                                 :A (v27 / label
                                         :E (v39 / label~e.24)
                                         :C (v40 / label~e.25)
                                         :E (v41 / label~e.26))
                                 :P (v28 / label~e.27)))
                  :H (v8 / label
                         :A (v17 / label
                                 :E (v29 / label~e.0)
                                 :C (v30 / label~e.1))
                         :D (v18 / label~e.2)
                         :A (v19 / label
                                 :R (v31 / label~e.3)
                                 :C (v32 / label~e.4))
                         :P (v20 / label~e.5))
                  :L (v9 / label~e.7)
                  :L (v10 / label~e.8))))
