# ::id 25746003
# ::tok »Das Wasser dringt auf uns ein ! «
# ::alignments 0-1.1.3.1.1 1-1.1.3.1.2 2-1.1.3.2 3-1.1.3.3.1 4-1.1.3.3.2 5-1.1.3.2
(v1 / label
    :H (v2 / label
           :P (v3 / label)
           :A (v4 / label)
           :A (v5 / label
                  :A (v6 / label
                         :E (v9 / label~e.0)
                         :C (v10 / label~e.1))
                  :P (v7 / label~e.2,5)
                  :A (v8 / label
                         :R (v11 / label~e.3)
                         :C (v12 / label~e.4)))))
