# ::id 25811006
# ::tok Wirklich zeigten sich andere Tiere dieser Art vor dem Fenster .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.2 3-1.1.3.1 4-1.1.3.2 5-1.1.3.3.1 6-1.1.3.3.2 7-1.1.4.1 8-1.1.4.2 9-1.1.4.3
(v1 / label
    :H (v2 / label
           :D (v3 / label~e.0)
           :P (v4 / label~e.1,2)
           :A (v5 / label
                  :E (v7 / label~e.3)
                  :C (v8 / label~e.4)
                  :E (v9 / label
                         :R (v13 / label~e.5)
                         :C (v14 / label~e.6)))
           :A (v6 / label
                  :R (v10 / label~e.7)
                  :E (v11 / label~e.8)
                  :C (v12 / label~e.9))))
