# ::id 25672001
# ::tok Am 28 . Februar , als die Nautilus zur Mittags zeit unter 9° 4 ? nördlicher Breite wieder an die Oberfläche des Meeres kam , befand sie sich im Angesicht eines Landes , das 8 Meilen westlich lag .
# ::alignments 0-1.1.1.1 1-1.1.1.2 3-1.1.1.2 5-1.2 6-1.3.1.1 7-1.3.1.2 8-1.3.2.1 9-1.3.2.2 10-1.3.2.3 11-1.3.3.1 12-1.3.3.2 13-1.3.3.2 15-1.3.3.2 16-1.3.3.2 17-1.3.4 18-1.3.5.1 19-1.3.5.3 20-1.3.5.4 21-1.3.5.2.1 22-1.3.5.2.2 23-1.3.6 25-1.1.2 26-1.1.3 27-1.1.2 28-1.1.4.1 29-1.1.4.2 30-1.1.5.2 31-1.1.5.3 33-1.1.5.1.1 34-1.1.5.1.2.1.1 35-1.1.5.1.2.1.2 36-1.1.5.1.2.2 37-1.1.5.1.3
(v1 / label
    :H (v2 / label
           :T (v5 / label
                  :R (v16 / label~e.0)
                  :C (v17 / label~e.1,3))
           :P (v6 / label~e.25,27)
           :A (v7 / label~e.26)
           :D (v8 / label
                  :R (v18 / label~e.28)
                  :C (v19 / label~e.29))
           :A (v9 / label
                  :E (v20 / label
                          :R (v34 / label~e.33)
                          :D (v35 / label
                                  :E (v39 / label
                                          :E (v41 / label~e.34)
                                          :C (v42 / label~e.35))
                                  :C (v40 / label~e.36))
                          :P (v36 / label~e.37)
                          :A (v22 / label~e.31))
                  :E (v21 / label~e.30)
                  :C v22))
    :L (v3 / label~e.5)
    :H (v4 / label
           :A (v10 / label
                   :E (v23 / label~e.6)
                   :C (v24 / label~e.7))
           :T (v11 / label
                   :E (v25 / label~e.8)
                   :E (v26 / label~e.9)
                   :C (v27 / label~e.10))
           :A (v12 / label
                   :R (v28 / label~e.11)
                   :C (v29 / label~e.12,13,15,16))
           :D (v13 / label~e.17)
           :A (v14 / label
                   :R (v30 / label~e.18)
                   :E (v31 / label
                           :R (v37 / label~e.21)
                           :C (v38 / label~e.22))
                   :E (v32 / label~e.19)
                   :C (v33 / label~e.20))
           :P (v15 / label~e.23)))
