# ::id 25590013
# ::tok Doch war dieser Fall vorgesehen ; denn ich fühlte , daß man mich in eine kleine neben dem Kleider gemach befindliche Kammer schob .
# ::alignments 0-1.1 2-1.2.2.1 3-1.2.2.2 4-1.2.3 6-1.3 7-1.4.3 8-1.4.4 10-1.4.1.1 11-1.4.1.2 12-1.4.1.3 13-1.4.1.4.2 14-1.4.1.4.3 15-1.4.1.4.4 16-1.4.1.4.1.1.1 17-1.4.1.4.1.1.2 18-1.4.1.4.1.1.3 19-1.4.1.4.1.1.4 20-1.4.1.4.1.2 21-1.4.1.4.5 22-1.4.1.5
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v6 / label
                  :E (v11 / label~e.2)
                  :C (v12 / label~e.3))
           :S (v7 / label~e.4))
    :L (v4 / label~e.6)
    :H (v5 / label
           :A (v8 / label
                  :R (v13 / label~e.10)
                  :A (v14 / label~e.11)
                  :A (v15 / label~e.12)
                  :A (v16 / label
                          :E (v18 / label
                                  :A (v23 / label
                                          :R (v25 / label~e.16)
                                          :E (v26 / label~e.17)
                                          :E (v27 / label~e.18)
                                          :C (v28 / label~e.19))
                                  :S (v24 / label~e.20)
                                  :A (v22 / label~e.21))
                          :R (v19 / label~e.13)
                          :E (v20 / label~e.14)
                          :E (v21 / label~e.15)
                          :C v22)
                  :P (v17 / label~e.22))
           :A (v9 / label~e.7)
           :P (v10 / label~e.8)))
