# ::id 25619002
# ::tok Nun , mein Herr ? « sagte Ned Land zu mir , indem er nach dem Weggang des Kapitäns zu mir kam . »
# ::alignments 2-1.1.1.2.1 3-1.1.1.2.2 6-1.1.2 7-1.1.3 8-1.1.3 9-1.1.4.1 10-1.1.4.2 12-1.2 13-1.3.5 14-1.3.6.1 15-1.3.6.2.1 16-1.3.6.2.2 17-1.3.6.3.1 18-1.3.6.3.2 19-1.3.1.1 20-1.3.1.2 21-1.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :G (v13 / label
                          :E (v21 / label~e.2)
                          :C (v22 / label~e.3)))
           :P (v6 / label~e.6)
           :A (v7 / label~e.7,8)
           :A (v8 / label
                  :R (v14 / label~e.9)
                  :C (v15 / label~e.10)))
    :L (v3 / label~e.12)
    :H (v4 / label
           :A (v9 / label
                  :R (v16 / label~e.19)
                  :C (v17 / label~e.20))
           :P (v10 / label~e.21)
           :A (v11 / label~e.13)
           :A (v12 / label
                   :R (v18 / label~e.14)
                   :P (v19 / label
                           :E (v23 / label~e.15)
                           :C (v24 / label~e.16))
                   :A (v20 / label
                           :R (v25 / label~e.17)
                           :C (v26 / label~e.18)))))
