# ::id 25649016
# ::tok Ein Westwind wehte stark , und hohe Wellen versetzten das Schiff in merkliches Schwanken .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.2 3-1.1.3 5-1.2 6-1.3.1.1 7-1.3.1.2 8-1.3.2 9-1.3.3.1 10-1.3.3.2 11-1.3.4.1 12-1.3.4.2 13-1.3.4.3
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :E (v12 / label~e.0)
                  :C (v13 / label~e.1))
           :P (v6 / label~e.2)
           :D (v7 / label~e.3))
    :L (v3 / label~e.5)
    :H (v4 / label
           :A (v8 / label
                  :E (v14 / label~e.6)
                  :C (v15 / label~e.7))
           :P (v9 / label~e.8)
           :A (v10 / label
                   :E (v16 / label~e.9)
                   :C (v17 / label~e.10))
           :A (v11 / label
                   :R (v18 / label~e.11)
                   :E (v19 / label~e.12)
                   :C (v20 / label~e.13))))
