# ::id 25786022
# ::tok Dies mußte ein falsches Manöver sein , denn der unterseeische , von Blöcken versperrte Tunnel bot nicht eine leichte Fahrt .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3.1 3-1.1.4 4-1.1.3.2 7-1.2 8-1.3.1.2 9-1.3.1.3 11-1.3.1.1.1.1 12-1.3.1.1.1.2 13-1.3.1.1.2 14-1.3.1.4 15-1.3.2 16-1.3.3 17-1.3.4.1 18-1.3.4.2 19-1.3.4.3
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :D (v6 / label~e.1)
           :P (v7 / label
                  :E (v13 / label~e.2)
                  :C (v14 / label~e.4))
           :D (v8 / label~e.3))
    :L (v3 / label~e.7)
    :H (v4 / label
           :A (v9 / label
                  :E (v15 / label
                          :A (v22 / label
                                  :R (v24 / label~e.11)
                                  :C (v25 / label~e.12))
                          :P (v23 / label~e.13)
                          :A (v18 / label~e.14))
                  :E (v16 / label~e.8)
                  :E (v17 / label~e.9)
                  :C v18)
           :P (v10 / label~e.15)
           :D (v11 / label~e.16)
           :A (v12 / label
                   :E (v19 / label~e.17)
                   :E (v20 / label~e.18)
                   :C (v21 / label~e.19))))
