# ::id 25781022
# ::tok Die Läden des Salons waren aus Vorsicht geschlossen worden , denn der Rumpf der ›Nautilus‹ konnte gegen einen versenkten Eis block stoßen .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3.1 3-1.1.1.3.2 5-1.1.3.1 6-1.1.3.2 7-1.1.4 10-1.2 11-1.3.1.1 12-1.3.1.2 13-1.3.1.3.1 14-1.3.1.3.2 15-1.3.2 16-1.3.3.1 17-1.3.3.2 18-1.3.3.3 19-1.3.3.4 20-1.3.3.5 21-1.3.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :E (v12 / label~e.0)
                  :C (v13 / label~e.1)
                  :E (v14 / label
                          :R (v25 / label~e.2)
                          :C (v26 / label~e.3)))
           :D (v6 / label
                  :R (v15 / label~e.5)
                  :C (v16 / label~e.6))
           :P (v7 / label~e.7))
    :L (v3 / label~e.10)
    :H (v4 / label
           :A (v8 / label
                  :E (v17 / label~e.11)
                  :C (v18 / label~e.12)
                  :E (v19 / label
                          :R (v27 / label~e.13)
                          :C (v28 / label~e.14)))
           :D (v9 / label~e.15)
           :A (v10 / label
                   :R (v20 / label~e.16)
                   :E (v21 / label~e.17)
                   :E (v22 / label~e.18)
                   :E (v23 / label~e.19)
                   :C (v24 / label~e.20))
           :P (v11 / label~e.21)))
