# ::id 25601012
# ::tok Diese bedeutende ausgleichende Rolle spielen die Salze bei dem allgemeinen wirtschaftlichen System des Erd balls ! «
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.1.4 4-1.1.2 5-1.1.3.1 6-1.1.3.2 7-1.1.4.1 8-1.1.4.3 9-1.1.4.4 10-1.1.4.5 11-1.1.4.6 12-1.1.4.2.1 13-1.1.4.2.2 14-1.1.4.2.3
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :E (v7 / label~e.0)
                  :E (v8 / label~e.1)
                  :E (v9 / label~e.2)
                  :C (v10 / label~e.3))
           :P (v4 / label~e.4)
           :A (v5 / label
                  :E (v11 / label~e.5)
                  :C (v12 / label~e.6))
           :A (v6 / label
                  :R (v13 / label~e.7)
                  :E (v14 / label
                          :R (v19 / label~e.12)
                          :E (v20 / label~e.13)
                          :C (v21 / label~e.14))
                  :E (v15 / label~e.8)
                  :E (v16 / label~e.9)
                  :E (v17 / label~e.10)
                  :C (v18 / label~e.11))))
