# ::id 25528018
# ::tok »Viertens« , fuhr Conseil fort , ohne sich irremachen zu lassen , »die Apoden , mit langem Leib , ohne Bauchflossen , und einer dichten , oft klebrigen Haut .
# ::alignments 0-1.1.1 2-1.1.3 3-1.1.4 4-1.1.3 6-1.2.1 7-1.2.2 8-1.2.3 9-1.2.2 10-1.2.2 12-1.3.2.1 13-1.3.2.2 15-1.3.3.1 16-1.3.3.2 17-1.3.3.3 19-1.3.4.1 20-1.3.4.2 22-1.3.5.1 23-1.3.5.2 24-1.3.5.3.1 26-1.3.5.3.2 27-1.3.5.3.3 28-1.3.5.4
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :P (v6 / label~e.2,4)
           :A (v7 / label~e.3))
    :H (v3 / label
           :D (v8 / label~e.6)
           :P (v9 / label~e.7,9,10)
           :D (v10 / label~e.8)
           :A v7)
    :H (v4 / label
           :S (v11 / label)
           :A (v12 / label
                   :E (v16 / label~e.12)
                   :C (v17 / label~e.13))
           :A (v13 / label
                   :R (v18 / label~e.15)
                   :E (v19 / label~e.16)
                   :C (v20 / label~e.17))
           :A (v14 / label
                   :E (v21 / label~e.19)
                   :C (v22 / label~e.20))
           :A (v15 / label
                   :R (v23 / label~e.22)
                   :E (v24 / label~e.23)
                   :E (v25 / label
                           :C (v27 / label~e.24)
                           :N (v28 / label~e.26)
                           :C (v29 / label~e.27))
                   :C (v26 / label~e.28))))
